1	17	1
1	2	1
1	24	1
1	16	1
1	9	1
1	3	0
1	17	0
1	13	0
1	1	0
1	0	0
1	11	0
1	10	0
1	28	0
1	15	0
2	7	1
2	27	1
2	24	0
2	25	0
2	21	0
3	3	1
3	0	0
3	28	0
4	2	1
4	10	1
4	18	1
4	27	0
4	29	0
4	9	0
4	6	0
4	17	0
5	4	1
5	18	1
5	10	0
5	28	0
5	0	0
5	20	0
6	17	1
6	11	1
6	7	0
6	25	0
6	27	0
6	28	0
7	11	1
7	9	1
7	7	0
7	16	0
7	15	0
7	27	0
8	6	1
8	7	1
8	8	1
8	4	0
8	23	0
8	20	0
8	17	0
8	0	0
8	2	0
9	2	1
9	4	1
9	9	1
9	1	0
9	5	0
9	22	0
9	19	0
9	0	0
9	11	0
10	17	1
10	26	1
10	8	1
10	1	0
10	11	0
10	9	0
10	5	0
10	27	0
10	28	0
11	17	1
11	4	1
11	28	0
11	29	0
11	9	0
11	2	0
12	4	1
12	9	1
12	17	0
12	6	0
12	15	0
12	21	0
13	26	1
13	18	1
13	23	0
13	2	0
13	10	0
13	11	0
14	17	1
14	21	1
14	8	1
14	9	0
14	6	0
14	27	0
14	25	0
14	26	0
14	18	0
15	3	1
15	4	0
15	21	0
16	17	1
16	29	1
16	10	1
16	0	1
16	12	0
16	14	0
16	13	0
16	27	0
16	21	0
16	11	0
16	17	0
17	27	1
17	21	0
17	9	0
18	17	1
18	3	1
18	11	0
18	28	0
18	15	0
19	24	1
19	8	0
19	4	0
20	4	1
20	2	0
20	6	0
21	16	1
21	2	0
21	23	0
22	4	1
22	23	0
22	0	0
23	7	1
23	9	1
23	29	0
23	17	0
23	2	0
24	17	1
24	3	1
24	12	0
24	22	0
24	21	0
24	20	0
25	3	1
25	8	1
25	10	0
25	12	0
25	29	0
25	0	0
26	3	1
26	9	1
26	24	0
26	25	0
26	16	0
26	21	0
27	4	1
27	22	1
27	26	0
27	2	0
27	10	0
28	17	1
28	1	1
28	3	1
28	8	1
28	29	0
28	12	0
28	16	0
28	25	0
28	2	0
28	7	0
28	0	0
28	9	0
29	17	1
29	0	1
29	28	1
29	25	0
29	18	0
29	24	0
29	12	0
29	29	0
30	17	1
30	7	1
30	18	1
30	17	1
30	21	0
30	12	0
30	2	0
30	6	0
30	0	0
30	5	0
31	18	1
31	12	0
31	11	0
32	17	1
32	3	1
32	17	0
32	28	0
32	13	0
32	9	0
33	17	1
33	9	1
33	2	0
33	3	0
33	29	0
33	5	0
34	17	1
34	4	1
34	12	0
34	13	0
34	29	0
34	25	0
35	28	1
35	1	1
35	22	1
35	18	1
35	8	0
35	10	0
35	26	0
35	19	0
35	11	0
35	27	0
35	12	0
35	7	0
36	3	1
36	18	1
36	5	0
36	17	0
36	6	0
36	2	0
37	17	1
37	4	1
37	9	1
37	23	0
37	1	0
37	17	0
37	5	0
37	16	0
37	26	0
38	17	1
38	9	1
38	20	0
38	13	0
38	17	0
38	29	0
39	2	1
39	4	1
39	18	1
39	14	0
39	3	0
39	19	0
39	6	0
40	26	1
40	17	1
40	18	0
40	20	0
40	21	0
40	0	0
41	17	1
41	11	1
41	4	1
41	21	1
41	17	0
41	19	0
41	22	0
41	25	0
41	7	0
41	27	0
42	4	1
42	15	0
42	27	0
43	4	1
43	21	1
43	26	0
43	28	0
43	15	0
43	20	0
44	7	1
44	9	1
44	19	0
44	25	0
44	17	0
44	5	0
45	17	1
45	14	1
45	1	1
45	23	1
45	19	0
45	3	0
45	4	0
45	27	0
45	22	0
45	10	0
45	20	0
46	4	1
46	3	1
46	18	1
46	5	0
46	6	0
46	23	0
46	27	0
46	25	0
46	28	0
47	26	1
47	10	0
47	6	0
48	4	1
48	18	1
48	20	0
48	25	0
48	10	0
49	4	1
49	0	1
49	9	1
49	22	0
49	12	0
49	18	0
49	2	0
49	26	0
50	17	1
50	13	1
50	4	1
50	0	1
50	23	0
50	14	0
50	12	0
50	5	0
50	19	0
50	22	0
50	8	0
51	17	1
51	26	1
51	24	1
51	8	1
51	11	0
51	15	0
51	13	0
51	27	0
51	29	0
51	19	0
51	28	0
51	1	0
52	4	1
52	8	1
52	29	0
52	27	0
52	6	0
52	22	0
53	4	1
53	3	1
53	8	0
53	21	0
53	16	0
54	14	1
54	27	1
54	11	0
54	5	0
54	3	0
55	17	1
55	17	1
55	23	0
55	20	0
55	26	0
55	28	0
56	1	1
56	22	0
56	17	0
57	4	1
57	22	1
57	8	1
57	17	0
57	14	0
57	1	0
57	10	0
57	25	0
57	28	0
58	3	1
58	20	0
59	17	1
59	0	1
59	18	1
59	20	0
59	25	0
59	8	0
59	23	0
59	11	0
60	27	1
60	3	0
60	13	0
61	16	1
61	9	1
61	1	0
61	12	0
61	14	0
61	5	0
62	17	1
62	26	1
62	8	0
62	29	0
62	7	0
62	5	0
63	4	1
63	1	0
63	11	0
64	7	1
64	8	1
64	10	0
64	25	0
64	18	0
64	17	0
65	11	1
65	1	1
65	26	0
65	0	0
65	6	0
65	14	0
66	3	1
66	9	1
66	5	0
66	6	0
66	11	0
66	25	0
67	17	1
67	16	1
67	27	1
67	16	1
67	0	0
67	6	0
67	15	0
67	4	0
67	11	0
67	12	0
67	29	0
67	22	0
68	3	1
68	6	0
68	24	0
69	17	1
69	2	1
69	3	1
69	13	0
69	11	0
69	6	0
69	12	0
69	10	0
70	3	1
70	0	0
70	26	0
71	4	1
71	8	1
71	19	0
71	21	0
71	24	0
72	17	1
72	7	1
72	9	1
72	10	0
72	16	0
72	28	0
72	3	0
72	2	0
72	29	0
73	3	1
73	21	1
73	6	0
73	5	0
73	8	0
73	20	0
74	2	1
74	11	1
74	10	0
74	25	0
74	23	0
75	17	1
75	23	1
75	8	1
75	24	0
75	16	0
75	0	0
75	20	0
75	7	0
75	2	0
76	26	1
76	18	1
76	10	0
76	5	0
76	2	0
76	14	0
77	4	1
77	27	0
77	20	0
78	17	1
78	26	1
78	28	1
78	12	0
78	11	0
78	3	0
78	23	0
78	2	0
79	17	1
79	15	1
79	26	1
79	16	1
79	8	1
79	28	0
79	0	0
79	14	0
79	1	0
79	4	0
79	17	0
79	21	0
79	6	0
80	27	1
80	7	1
80	17	0
80	23	0
80	14	0
80	15	0
81	17	1
81	4	1
81	7	0
81	13	0
81	25	0
81	2	0
82	4	1
